1, 241
3, 268
2, 351
1, 496
2, 562
3, 645
1, 874
2, 877
3, 943
2, 1143
1, 1175
3, 1312
2, 1430
3, 1532
1, 1592
2, 1669
3, 1761
1, 1891
2, 2050
3, 2072
1, 2162
3, 2360
2, 2365
1, 2544
2, 2613
3, 2727
2, 2798
1, 2928
3, 3002
2, 3111
1, 3200
3, 3315
2, 3357
1, 3516
3, 3626
2, 3633
2, 3851
3, 3903
1, 3967
2, 4111
3, 4174
1, 4351
2, 4399
3, 4464
1, 4634
3, 4717
2, 4755
1, 4989
2, 5024
3, 5031
2, 5187
3, 5343
2, 5390
1, 5469
2, 5638
3, 5672
1, 5857
3, 5902
2, 5980
1, 6168
3, 6192
2, 6274
3, 6417
1, 6546
2, 6546
3, 6700
2, 6842
1, 6870
3, 7012
2, 7053
1, 7206
2, 7333
3, 7376
1, 7568
2, 7571
3, 7663
1, 7879
2, 7893
3, 7985
2, 8160
3, 8264
1, 8290
2, 8401
2, 8558
3, 8560
1, 8740
3, 8852
2, 8866
1, 9065
3, 9128
2, 9148
3, 9270
1, 9510
2, 9531
3, 9563
2, 9759
1, 9829
3, 9887
2, 9965
3, 10114
2, 10245
1, 10319
3, 10408
2, 10531
1, 10628
3, 10682
2, 10789
3, 10964
1, 10999
2, 11081
3, 11263
2, 11333
1, 11354
2, 11578
3, 11596
1, 11769
3, 11842
2, 11843
1, 12033
2, 12156
3, 12219
1, 12265
2, 12454
1, 12534
3, 12583
2, 12702
1, 12838
2, 12965
3, 12979
1, 13110
2, 13231
3, 13297
1, 13522
2, 13543
3, 13555
3, 13773
1, 13825
2, 13891
2, 14112
1, 14127
3, 14158
2, 14377
3, 14406
1, 14522
2, 14617
3, 14692
1, 14852
2, 14896
3, 15035
1, 15180
2, 15216
3, 15350
1, 15375
2, 15528
3, 15646
2, 15769
1, 15823
2, 15970
3, 15980
1, 16159
1, 16297
2, 16214
1, 16399
3, 16491
2, 16668
1, 16750
3, 16890
2, 16895
1, 17073
2, 17164
3, 17170
1, 17406
2, 17442
3, 17499
1, 17713
2, 17727
3, 17826
1, 17975
2, 18007
3, 18171
2, 18269
1, 18289
3, 18444
2, 18561
1, 18633
3, 18760
2, 18861
1, 18923
3, 19058
2, 19176
3, 19309
1, 19331
2, 19397
3, 19635
1, 19657
2, 19703
3, 19895
2, 19974
1, 19983
3, 20166
1, 20284
2, 20347
3, 20473
2, 20584
1, 20588
3, 20820
2, 20849
1, 20924
2, 21051
3, 21114
1, 21334
2, 21358
3, 21413
2, 21617
1, 21671
3, 21701
2, 21887
1, 22016
3, 22073
2, 22119
1, 22262
3, 22373
2, 22390
3, 22583
1, 22662
2, 22756
3, 22843
1, 23040
2, 23046
3, 23103
2, 23300
3, 23363
1, 23417
2, 23584
3, 23666
1, 23817
2, 23859
3, 23917
2, 24070
3, 24222
1, 24233
2, 24300
3, 24505
2, 24550
1, 24687
3, 24763
2, 24795
3, 25052
1, 25054
2, 25095
3, 25343
2, 25406
1, 25418
3, 25592
