1, 236
3, 253
2, 321
1, 568
3, 585
2, 641
3, 847
1, 864
2, 952
3, 1164
1, 1202
2, 1252
3, 1460
1, 1491
2, 1544
3, 1741
2, 1840
1, 1842
3, 2014
1, 2146
2, 2153
3, 2321
2, 2439
1, 2455
3, 2595
1, 2763
2, 2806
3, 2843
1, 3038
2, 3123
3, 3131
1, 3352
2, 3434
3, 3443
1, 3645
3, 3694
2, 3766
1, 3963
3, 4006
2, 4060
1, 4293
3, 4303
2, 4323
2, 4548
1, 4625
3, 4632
2, 4848
1, 4921
3, 4935
2, 5175
3, 5198
1, 5271
2, 5449
3, 5457
1, 5626
3, 5738
2, 5756
1, 5923
3, 6033
2, 6093
1, 6227
3, 6290
2, 6448
1, 6522
3, 6557
2, 6788
1, 6810
3, 6849
2, 7054
1, 7111
3, 7188
2, 7366
1, 7389
3, 7495
1, 7680
2, 7725
3, 7735
1, 7976
2, 8047
3, 8060
1, 8251
3, 8339
2, 8387
1, 8512
3, 8610
2, 8728
1, 8833
3, 8863
2, 9095
3, 9127
1, 9162
3, 9407
1, 9436
2, 9462
3, 9605
2, 9755
1, 9854
3, 9870
2, 10066
3, 10134
1, 10192
2, 10345
3, 10444
1, 10485
2, 10682
3, 10728
1, 10767
2, 11017
3, 11018
1, 11060
3, 11259
2, 11322
1, 11395
3, 11534
1, 11663
2, 11679
3, 11834
1, 11970
2, 11994
3, 12079
1, 12304
2, 12336
3, 12381
1, 12622
2, 12634
3, 12663
1, 12857
2, 12949
3, 13007
1, 13142
2, 13266
3, 13319
1, 13427
2, 13558
3, 13637
1, 13714
2, 13880
3, 13932
1, 14005
2, 14167
1, 14273
3, 14274
2, 14458
3, 14574
1, 14585
2, 14766
3, 14866
1, 14894
2, 15092
3, 15150
1, 15201
2, 15382
3, 15428
1, 15519
2, 15682
3, 15721
1, 15850
3, 15936
2, 16081
1, 16148
3, 16180
3, 16418
2, 16438
1, 16513
2, 16713
3, 16719
1, 16836
3, 16981
2, 17007
1, 17157
3, 17253
2, 17332
1, 17493
3, 17551
2, 17613
1, 17778
3, 17795
2, 17950
1, 18069
3, 18096
2, 18248
3, 18374
1, 18398
2, 18637
3, 18662
1, 18680
2, 18950
3, 18950
1, 18985
2, 19195
1, 19264
3, 19297
3, 19535
2, 19565
1, 19578
3, 19800
1, 19878
2, 19935
3, 20084
1, 20200
2, 20209
3, 20345
1, 20512
2, 20548
3, 20666
1, 20765
2, 20863
3, 20946
1, 21087
2, 21161
3, 21204
1, 21404
3, 21464
2, 21538
1, 21697
3, 21778
2, 21812
1, 22013
3, 22061
2, 22127
3, 22251
1, 22372
2, 22476
3, 22542
1, 22709
3, 22789
2, 22798
1, 23048
3, 23081
2, 23113
1, 23327
3, 23340
2, 23464
3, 23605
1, 23627
2, 23713
2, 23952
1, 23965
3, 24019
2, 24229
3, 24273
1, 24309
2, 24556
3, 24565
1, 24599
3, 24818
2, 24876
1, 24952
2, 25118
3, 25127
1, 25276
3, 25402
2, 25432
1, 25569
3, 25688
2, 25796
1, 25897
3, 25959
2, 26104
1, 26195
3, 26218
2, 26467
3, 26487
1, 26493
2, 26785
1, 26786
3, 26804
1, 27062
3, 27092
2, 27100
2, 27385
1, 27386
3, 27404
1, 27672
2, 27680
3, 27696
3, 27974
1, 28015
2, 28038
3, 28225
1, 28278
2, 28375
3, 28480
1, 28583
2, 28734
3, 28753
1, 28867
3, 29041
2, 29087
1, 29125
3, 29253
2, 29455
1, 29469
3, 29561
1, 29778
2, 29787
3, 29806
3, 30082
1, 30093
2, 30108
3, 30319
1, 30401
2, 30470
3, 30551
1, 30788
2, 30820
3, 30842
2, 31028
3, 31132
1, 31133
2, 31279
3, 31430
1, 31451
2, 31618
3, 31670
1, 31806
2, 31916
3, 31973
1, 32107
2, 32218
3, 32278
1, 32372
3, 32564
2, 32568
1, 32651
3, 32886
1, 32918
2, 32951
3, 33154
1, 33179
2, 33310
1, 33429
3, 33453
2, 33681
1, 33686
3, 33755
1, 33947
2, 34030
3, 34074
1, 34227
2, 34349
3, 34355
1, 34560
3, 34621
2, 34682
1, 34817
3, 34943
2, 34981
1, 35095
3, 35229
2, 35300
1, 35369
3, 35566
1, 35648
2, 35664
3, 35795
2, 35958
1, 35988
3, 36089
1, 36256
2, 36332
3, 36381
1, 36514
2, 36710
1, 36730
3, 36755
1, 36986
2, 37033
3, 37066
1, 37243
2, 37328
3, 37360
1, 37528
2, 37609
3, 37701
1, 37781
2, 37961
3, 38032
1, 38071
2, 38283
1, 38331
3, 38371
2, 38589
1, 38622
3, 38685
1, 38889
2, 38949
3, 38983
1, 39157
3, 39256
2, 39281
1, 39423
3, 39549
2, 39625
1, 39710
3, 39837
2, 39950
1, 39998
3, 40120
2, 40261
1, 40303
3, 40426
2, 40581
1, 40598
3, 40697
1, 40882
2, 40958
3, 40975
1, 41112
3, 41305
2, 41319
1, 41376
3, 41600
1, 41651
2, 41669
3, 41906
1, 41924
2, 41989
3, 42170
1, 42213
2, 42348
3, 42472
1, 42492
2, 42661
1, 42747
3, 42804
2, 42967
1, 43006
3, 43126
2, 43288
1, 43298
3, 43423
1, 43567
2, 43640
3, 43733
1, 43874
2, 43954
3, 43986
1, 44191
3, 44272
2, 44306
1, 44461
3, 44570
2, 44619
1, 44696
3, 44906
1, 44961
2, 44992
3, 45199
1, 45247
2, 45317
3, 45486
1, 45492
2, 45649
1, 45779
3, 45817
2, 45955
1, 46071
3, 46123
2, 46301
1, 46321
3, 46415
1, 46610
3, 46690
2, 46696
1, 46860
3, 46966
2, 47062
1, 47167
3, 47259
2, 47359
1, 47432
3, 47568
2, 47693
1, 47701
3, 47865
1, 47990
2, 48037
3, 48182
1, 48221
2, 48380
3, 48489
1, 48506
2, 48677
1, 48768
3, 48856
2, 49009
1, 49022
3, 49186
1, 49295
2, 49336
3, 49474
1, 49557
2, 49684
3, 49750
1, 49837
2, 50027
3, 50049
1, 50111
3, 50333
2, 50361
1, 50410
3, 50659
2, 50666
1, 50717
