1, 165
2, 201
2, 414
1, 485
3, 646
2, 716
1, 723
3, 964
1, 1001
2, 1037
1, 1241
2, 1293
3, 1432
2, 1473
1, 1570
2, 1754
3, 1773
1, 1920
2, 2007
3, 2091
1, 2236
2, 2294
3, 2364
1, 2528
2, 2584
3, 2706
1, 2820
2, 2893
3, 3035
1, 3086
2, 3212
3, 3363
1, 3411
2, 3464
2, 3662
3, 3699
1, 3868
2, 3902
3, 3974
1, 4146
3, 4264
2, 4275
1, 4410
2, 4560
3, 4576
1, 4672
2, 4834
3, 4908
1, 4992
2, 5125
3, 5232
1, 5279
2, 5419
3, 5516
1, 5606
2, 5703
3, 5810
1, 5937
2, 5972
3, 6105
2, 6207
1, 6318
2, 6424
3, 6457
1, 6653
2, 6743
3, 6773
1, 6930
2, 7081
3, 7103
1, 7210
2, 7351
3, 7405
1, 7503
2, 7664
3, 7735
1, 7760
2, 7924
1, 8059
3, 8103
2, 8212
1, 8330
3, 8404
2, 8510
1, 8612
3, 8713
2, 8798
1, 8979
2, 9029
3, 9059
1, 9308
2, 9309
3, 9346
1, 9440
2, 9665
1, 9703
3, 9813
1, 9982
2, 9989
3, 10147
1, 10251
2, 10317
3, 10418
2, 10580
1, 10581
3, 10748
1, 10879
2, 10884
3, 11050
1, 11162
2, 11224
3, 11303
1, 11483
2, 11502
3, 11642
1, 11784
2, 11794
3, 11919
2, 12089
1, 12114
3, 12245
1, 12337
2, 12418
3, 12554
1, 12618
2, 12734
3, 12845
1, 12906
2, 13082
3, 13099
1, 13250
2, 13326
3, 13440
1, 13550
2, 13642
3, 13703
1, 13865
2, 13955
3, 13985
1, 14171
2, 14269
3, 14283
1, 14418
2, 14611
3, 14627
1, 14692
1, 14904
2, 14940
3, 15027
2, 15210
1, 15250
3, 15352
2, 15382
3, 15631
2, 15655
1, 15662
3, 15944
2, 15944
1, 16003
2, 16181
1, 16234
3, 16286
2, 16473
3, 16557
1, 16595
2, 16789
1, 16847
3, 16969
2, 17030
1, 17118
2, 17287
3, 17361
1, 17441
2, 17539
3, 17631
1, 17733
2, 17827
3, 17968
1, 18051
2, 18135
3, 18330
1, 18354
2, 18386
1, 18636
2, 18656
3, 18675
1, 18891
2, 18950
3, 19038
1, 19172
2, 19281
3, 19373
1, 19432
2, 19532
1, 19658
2, 19787
3, 19830
1, 19941
2, 20074
3, 20197
1, 20269
2, 20313
3, 20521
2, 20568
1, 20578
2, 20808
1, 20847
3, 21002
2, 21038
1, 21136
2, 21327
3, 21354
1, 21403
2, 21624
